Ubigeo;Distrito;Provincia;Departamento;Poblacion;Superficie;Y;X
070108;Wanchaq;Cusco;Cusco;65188;6.38;-13.5253;-71.9656
070201;Acomayo;Acomayo;Cusco;5627;141.27;-13.9189;-71.685
070202;Acopia;Acomayo;Cusco;2336;91.72;-14.0581;-71.4931
070203;Acos;Acomayo;Cusco;2286;137.55;-13.9506;-71.7383
070204;Pomacanchi;Acomayo;Cusco;9092;275.56;-14.035;-71.5714
070205;Rondocan;Acomayo;Cusco;2281;180.22;-13.7786;-71.7822
070206;Sangarara;Acomayo;Cusco;3733;78.29;-13.9475;-71.6031
070207;Mosoc Llacta;Acomayo;Cusco;2321;43.61;-14.1203;-71.4733
070301;Anta;Anta;Cusco;16833;202.58;-13.4636;-72.1469
070302;Chinchaypujio;Anta;Cusco;4434;390.58;-13.6294;-72.2339
070303;Huarocondo;Anta;Cusco;5875;228.62;-13.4131;-72.2086
070304;Limatambo;Anta;Cusco;9813;512.92;-13.4808;-72.4458
070305;Mollepata;Anta;Cusco;2674;284.48;-13.5078;-72.5353
070306;Pucyura;Anta;Cusco;4242;37.75;-13.4803;-72.1119
070307;Zurite;Anta;Cusco;3714;52.33;-13.4556;-72.2558
070308;Cachimayo;Anta;Cusco;2274;43.28;-13.4775;-72.0728
070309;Ancahuasi;Anta;Cusco;7015;123.58;-13.4575;-72.2944
070401;Calca;Calca;Cusco;23824;311.01;-13.3231;-71.9578
070402;Coya;Calca;Cusco;4034;71.43;-13.3867;-71.9011
070403;Lamay;Calca;Cusco;5821;94.22;-13.3642;-71.9228
070404;Lares;Calca;Cusco;7227;527.26;-13.1058;-72.0472
070405;Pisac;Calca;Cusco;10285;148.25;-13.4217;-71.85
070406;San Salvador;Calca;Cusco;5674;128.07;-13.4936;-71.78
070407;Taray;Calca;Cusco;4745;53.78;-13.4278;-71.8689
070408;Yanatile;Calca;Cusco;13588;3080.47;-12.7008;-72.2322
070501;Yanaoca;Canas;Cusco;10178;292.97;-14.22;-71.4317
070502;Checca;Canas;Cusco;6315;503.76;-14.4733;-71.3964
070503;Kunturkanki;Canas;Cusco;5781;376.19;-14.5331;-71.3064
070504;Langui;Canas;Cusco;2567;187.1;-14.4317;-71.2744
070505;Layo;Canas;Cusco;6447;452.56;-14.4942;-71.1556
070506;Pampamarca;Canas;Cusco;2075;29.91;-14.1453;-71.4603
070507;Quehue;Canas;Cusco;3578;143.46;-14.38;-71.455
070508;Tupac Amaru;Canas;Cusco;2961;117.81;-14.165;-71.4794
070601;Sicuani;Canchis;Cusco;60903;645.88;-14.2711;-71.2289
070602;Combapata;Canchis;Cusco;5432;182.5;-14.1008;-71.4308
070603;Checacupe;Canchis;Cusco;4984;962.34;-14.0267;-71.4533
070604;Marangani;Canchis;Cusco;11287;432.65;-14.3564;-71.1683
070605;Pitumarca;Canchis;Cusco;7616;1117.54;-13.9778;-71.4147
070606;San Pablo;Canchis;Cusco;4557;524.06;-14.2033;-71.3178
070607;San Pedro;Canchis;Cusco;2773;54.91;-14.1867;-71.3422
070608;Tinta;Canchis;Cusco;5642;79.39;-14.1447;-71.4067
070701;Santo Tomas;Chumbivilcas;Cusco;26992;1924.08;-14.4503;-72.0833
070702;Capacmarca;Chumbivilcas;Cusco;4620;271.81;-14.0078;-72.0008
070703;Colquemarca;Chumbivilcas;Cusco;8630;449.49;-14.2839;-72.0411
070704;Chamaca;Chumbivilcas;Cusco;8971;674.19;-14.3028;-71.855
070705;Livitaca;Chumbivilcas;Cusco;13526;758.2;-14.3131;-71.6892
070706;Llusco;Chumbivilcas;Cusco;7173;315.42;-14.3383;-72.1144
070707;Quiñota;Chumbivilcas;Cusco;4990;221.05;-14.3114;-72.1389
070708;Velille;Chumbivilcas;Cusco;8580;756.84;-14.5106;-71.8864
070801;Espinar;Espinar;Cusco;33970;747.78;-14.7931;-71.4133
070802;Condoroma;Espinar;Cusco;1431;513.36;-15.3075;-71.1319
070803;Coporaque;Espinar;Cusco;18004;1564.46;-14.7972;-71.5311
070804;Ocoruro;Espinar;Cusco;1588;353.15;-15.0522;-71.1292
070805;Pallpata;Espinar;Cusco;5593;815.56;-14.8894;-71.2103
070806;Pichigua;Espinar;Cusco;3629;288.76;-14.6786;-71.41
070807;Suyckutambo;Espinar;Cusco;2781;652.13;-15.0025;-71.6397
070808;Alto Pichigua;Espinar;Cusco;3171;375.89;-14.7789;-71.2542
070901;Santa Ana;La Convencion;Cusco;35206;359.4;-12.865;-72.6936
070902;Echarate;La Convencion;Cusco;37130;19135.5;-12.7675;-72.5936
070903;Huayopata;La Convencion;Cusco;4539;524.02;-13.0075;-72.5569
070904;Maranura;La Convencion;Cusco;5949;150.3;-12.9619;-72.6653
070905;Ocobamba;La Convencion;Cusco;6852;840.93;-12.8706;-72.4489
070906;Santa Teresa;La Convencion;Cusco;6418;1340.38;-13.1297;-72.5986
070907;Vilcabamba;La Convencion;Cusco;13869;3318.86;-13.0514;-72.9436
070908;Quellouno;La Convencion;Cusco;18320;799.68;-12.6325;-72.5517
070909;Kimbiri;La Convencion;Cusco;14893;905.69;-12.6097;-73.7811
070910;Pichari;La Convencion;Cusco;20538;730.45;-12.5158;-73.8269
071001;Paruro;Paruro;Cusco;3400;153.42;-13.7617;-71.8478
071002;Accha;Paruro;Cusco;3839;244.75;-13.9681;-71.8322
071003;Ccapi;Paruro;Cusco;3749;334.85;-13.8533;-72.0803
071004;Colcha;Paruro;Cusco;1189;139.98;-13.8511;-71.8028
071005;Huanoquite;Paruro;Cusco;5700;362.67;-13.6828;-72.0147
071006;Omacha;Paruro;Cusco;7205;436.21;-14.0706;-71.7386
071007;Yaurisque;Paruro;Cusco;2522;90.8;-13.6639;-71.9214
071008;Paccaritambo;Paruro;Cusco;2076;142.61;-13.7558;-71.9564
071009;Pillpinto;Paruro;Cusco;1254;79.13;-13.9531;-71.7619
071101;Paucartambo;Paucartambo;Cusco;13491;1079.23;-13.3189;-71.5997
071102;Caicay;Paucartambo;Cusco;2768;110.72;-13.5969;-71.6961
071103;Colquepata;Paucartambo;Cusco;10767;467.68;-13.3594;-71.6731
071104;Challabamba;Paucartambo;Cusco;11389;746.56;-13.2114;-71.6531
071105;Kosñipata;Paucartambo;Cusco;5692;3745.68;-13.0025;-71.4225
071106;Huancarani;Paucartambo;Cusco;7774;145.14;-13.5033;-71.6539
071201;Urcos;Quispicanchi;Cusco;9412;134.65;-13.6883;-71.6258
071202;Andahuaylillas;Quispicanchi;Cusco;5558;84.6;-13.6733;-71.6767
071203;Camanti;Quispicanchi;Cusco;2094;3174.93;-13.1936;-70.7478
071204;Ccarhuayo;Quispicanchi;Cusco;3173;313.89;-13.5947;-71.3994
071205;Ccatca;Quispicanchi;Cusco;18128;307.72;-13.6053;-71.5619
071206;Cusipata;Quispicanchi;Cusco;4795;248.03;-13.9083;-71.5
071207;Huaro;Quispicanchi;Cusco;4508;106.28;-13.6903;-71.6406
071208;Lucre;Quispicanchi;Cusco;4051;118.78;-13.6356;-71.7378
071209;Marcapata;Quispicanchi;Cusco;4533;1687.91;-13.515;-70.9458
071210;Ocongate;Quispicanchi;Cusco;15889;952.66;-13.6286;-71.3864
071211;Oropesa;Quispicanchi;Cusco;7428;74.44;-13.5958;-71.7642
071212;Quiquijana;Quispicanchi;Cusco;11100;360.9;-13.8222;-71.5317
071301;Urubamba;Urubamba;Cusco;21424;128.28;-13.3061;-72.1161
071302;Chinchero;Urubamba;Cusco;9896;94.57;-13.3933;-72.0472
071303;Huayllabamba;Urubamba;Cusco;5332;102.47;-13.3386;-72.0644
071304;Machupicchu;Urubamba;Cusco;8471;271.44;-13.1533;-72.5242
071305;Maras;Urubamba;Cusco;5900;131.85;-13.3367;-72.1572
071306;Ollantaytambo;Urubamba;Cusco;11347;640.25;-13.2581;-72.2631
071307;Yucay;Urubamba;Cusco;3390;70.57;-13.3194;-72.0861
080101;Huancavelica;Huancavelica;Huancavelica;41284;514.1;-12.7869;-74.9756
080102;Acobambilla;Huancavelica;Huancavelica;4730;758.32;-12.6675;-75.3239
080103;Acoria;Huancavelica;Huancavelica;37509;535.1;-12.6433;-74.8664
080104;Conayca;Huancavelica;Huancavelica;1212;37.79;-12.5194;-75.0078
080105;Cuenca;Huancavelica;Huancavelica;1942;50.25;-12.4344;-75.0394
080106;Huachocolpa;Huancavelica;Huancavelica;2886;336.28;-13.0319;-74.9497
080108;Huayllahuara;Huancavelica;Huancavelica;724;38.8;-12.4072;-75.1797
080109;Izcuchaca;Huancavelica;Huancavelica;868;12.19;-12.5011;-74.9961
080110;Laria;Huancavelica;Huancavelica;1453;78.45;-12.5611;-75.0372
080111;Manta;Huancavelica;Huancavelica;1876;154.14;-12.6217;-75.2122
080112;Mariscal Caceres;Huancavelica;Huancavelica;1058;5.63;-12.5356;-74.9336
080113;Moya;Huancavelica;Huancavelica;2539;94.08;-12.4231;-75.1539
080114;Nuevo Occoro;Huancavelica;Huancavelica;2728;211.56;-12.595;-75.02
080115;Palca;Huancavelica;Huancavelica;3214;82.08;-12.6589;-74.9833
080116;Pilchaca;Huancavelica;Huancavelica;487;42.97;-12.4019;-75.0839
080117;Vilca;Huancavelica;Huancavelica;3060;317.76;-12.4786;-75.1867
080118;Yauli;Huancavelica;Huancavelica;34557;319.92;-12.7731;-74.8506
080119;Ascension;Huancavelica;Huancavelica;12711;432.24;-12.7842;-74.9806
080120;Huando;Huancavelica;Huancavelica;7695;193.9;-12.5653;-74.9469
080201;Acobamba;Acobamba;Huancavelica;10258;123.02;-12.8406;-74.5692
080202;Anta;Acobamba;Huancavelica;9711;91.36;-12.8139;-74.6364
080203;Andabamba;Acobamba;Huancavelica;5758;81.85;-12.6953;-74.6242
080204;Caja;Acobamba;Huancavelica;2837;82.39;-12.9183;-74.465
080205;Marcas;Acobamba;Huancavelica;2402;155.87;-12.8894;-74.3994
080206;Paucara;Acobamba;Huancavelica;38507;225.6;-12.7303;-74.6694
080207;Pomacocha;Acobamba;Huancavelica;3941;53.66;-12.8733;-74.5306
080208;Rosario;Acobamba;Huancavelica;7985;97.07;-12.7214;-74.5811
080301;Lircay;Angaraes;Huancavelica;25333;818.84;-12.9842;-74.7203
080302;Anchonga;Angaraes;Huancavelica;8216;72.4;-12.9122;-74.6922
080303;Callanmarca;Angaraes;Huancavelica;757;26.02;-12.8678;-74.6228
080304;Congalla;Angaraes;Huancavelica;4165;215.64;-12.9564;-74.4928
080305;Chincho;Angaraes;Huancavelica;3578;182.7;-12.9783;-74.3689
080306;Huayllay Grande;Angaraes;Huancavelica;2240;33.28;-12.9417;-74.7011
080307;Huanca-Huanca;Angaraes;Huancavelica;1773;109.96;-12.9172;-74.6106
080308;Julcamarca;Angaraes;Huancavelica;1801;48.61;-13.015;-74.4453
080309;San Antonio de Antaparco;Angaraes;Huancavelica;7834;33.42;-13.0775;-74.4119
080310;Santo Tomas de Pata;Angaraes;Huancavelica;2735;133.57;-13.1136;-74.4233
080311;Secclla;Angaraes;Huancavelica;3885;167.99;-13.0533;-74.4833
080312;Ccochaccasa;Angaraes;Huancavelica;2665;116.6;-12.9311;-74.7697
080401;Castrovirreyna;Castrovirreyna;Huancavelica;3265;937.94;-13.2825;-75.3175
080402;Arma;Castrovirreyna;Huancavelica;1439;304.85;-13.1256;-75.5419
080403;Aurahua;Castrovirreyna;Huancavelica;2275;360.97;-13.035;-75.5708
080405;Capillas;Castrovirreyna;Huancavelica;1452;397.95;-13.2931;-75.5425
080406;Cocas;Castrovirreyna;Huancavelica;916;87.95;-13.2758;-75.3733
080408;Chupamarca;Castrovirreyna;Huancavelica;1233;373.78;-13.0383;-75.6097
080409;Huachos;Castrovirreyna;Huancavelica;1676;172.01;-13.22;-75.5328
080410;Huamatambo;Castrovirreyna;Huancavelica;379;54.16;-13.0961;-75.6806
080414;Mollepampa;Castrovirreyna;Huancavelica;1695;165.65;-13.31;-75.4092
080422;San Juan;Castrovirreyna;Huancavelica;440;207.25;-13.2039;-75.6342
080427;Tantara;Castrovirreyna;Huancavelica;717;113.01;-13.0756;-75.6475
080428;Ticrapo;Castrovirreyna;Huancavelica;1598;187.0;-13.3844;-75.4319
080429;Santa Ana;Castrovirreyna;Huancavelica;2195;622.1;-13.0719;-75.1403
080501;Pampas;Tayacaja;Huancavelica;9335;109.07;-12.3956;-74.8672
080502;Acostambo;Tayacaja;Huancavelica;4110;168.06;-12.3653;-75.0572
080503;Acraquia;Tayacaja;Huancavelica;5014;110.27;-12.4097;-74.9031
080504;Ahuaycha;Tayacaja;Huancavelica;5619;90.96;-12.4081;-74.8919
080506;Colcabamba;Tayacaja;Huancavelica;12376;312.18;-12.4114;-74.6814
080509;Daniel Hernandez;Tayacaja;Huancavelica;10381;106.92;-12.3936;-74.8625
080511;Huachocolpa;Tayacaja;Huancavelica;6534;292.0;-12.0486;-74.5953
080512;Huaribamba;Tayacaja;Huancavelica;4472;150.69;-12.2794;-74.9406
080515;Ñahuimpuquio;Tayacaja;Huancavelica;1876;67.39;-12.3322;-75.0708
080517;Pazos;Tayacaja;Huancavelica;7281;227.86;-12.2589;-75.07
080518;Quishuar;Tayacaja;Huancavelica;904;31.54;-12.2408;-74.7792
080519;Salcabamba;Tayacaja;Huancavelica;4584;192.52;-12.2011;-74.7825
080520;San Marcos de Rocchac;Tayacaja;Huancavelica;2856;281.71;-12.0939;-74.8656
080523;Surcubamba;Tayacaja;Huancavelica;4926;271.75;-12.1169;-74.63
080525;Tintay Puncu;Tayacaja;Huancavelica;9140;257.73;-12.1531;-74.5456
080526;Salcahuasi;Tayacaja;Huancavelica;3294;117.98;-12.1031;-74.7508
080601;Ayavi;Huaytara;Huancavelica;597;201.26;-13.7031;-75.3539
080602;Cordova;Huaytara;Huancavelica;2898;104.59;-14.04;-75.1833
080603;Huayacundo Arma;Huaytara;Huancavelica;469;12.81;-13.5339;-75.3111
080604;Huaytara;Huaytara;Huancavelica;2108;401.25;-13.605;-75.3525
080605;Laramarca;Huaytara;Huancavelica;823;205.05;-13.9494;-75.0375
080606;Ocoyo;Huaytara;Huancavelica;2488;154.71;-14.0086;-75.0225
080607;Pilpichaca;Huaytara;Huancavelica;3765;2162.92;-13.3278;-75.0017
080608;Querco;Huaytara;Huancavelica;1044;697.31;-13.9803;-74.9764
080609;Quito-Arma;Huaytara;Huancavelica;767;222.32;-13.5289;-75.3294
080610;San Antonio de Cusicancha;Huaytara;Huancavelica;1676;255.86;-13.5003;-75.2944
080611;San Francisco de Sangayaico;Huaytara;Huancavelica;557;70.7;-13.7956;-75.25
080612;San Isidro;Huaytara;Huancavelica;1194;174.95;-13.9569;-75.24
080613;Santiago de Chocorvos;Huaytara;Huancavelica;2842;1150.2;-13.8272;-75.2578
080614;Santiago de Quirahuara;Huaytara;Huancavelica;658;169.32;-14.0547;-74.9783
080615;Santo Domingo de Capillas;Huaytara;Huancavelica;982;248.56;-13.7356;-75.245
080616;Tambo;Huaytara;Huancavelica;313;226.58;-13.6894;-75.2758
080701;Churcampa;Churcampa;Huancavelica;5961;135.48;-12.7403;-74.3869
080702;Anco;Churcampa;Huancavelica;6609;150.18;-12.6864;-74.5872
080703;Chinchihuasi;Churcampa;Huancavelica;3410;162.21;-12.5172;-74.5458
080704;El Carmen;Churcampa;Huancavelica;3050;77.07;-12.7347;-74.4792
080705;La Merced;Churcampa;Huancavelica;1639;73.32;-12.79;-74.3633
080706;Locroja;Churcampa;Huancavelica;4179;92.48;-12.7389;-74.4419
080707;Paucarbamba;Churcampa;Huancavelica;7336;97.72;-12.5542;-74.5314
080708;San Miguel de Mayocc;Churcampa;Huancavelica;1239;38.43;-12.805;-74.3922
080709;San Pedro de Coris;Churcampa;Huancavelica;4451;128.9;-12.5786;-74.4103
080710;Pachamarca;Churcampa;Huancavelica;2917;156.29;-12.5161;-74.5261
080711;Cosme;Churcampa;Huancavelica;4141;106.34;-12.5731;-74.6581
090101;Huanuco;Huanuco;Huanuco;88542;126.23;-9.9269;-76.2403
090102;Chinchao;Huanuco;Huanuco;14099;795.78;-9.8019;-76.0689
090103;Churubamba;Huanuco;Huanuco;28908;507.31;-9.8258;-76.1375
090104;Margos;Huanuco;Huanuco;10021;206.57;-10.0061;-76.5214
090105;Quisqui;Huanuco;Huanuco;8392;172.74;-9.9231;-76.3561
090106;San Francisco de Cayran;Huanuco;Huanuco;5575;146.24;-9.9822;-76.2847
090107;San Pedro de Chaulan;Huanuco;Huanuco;8121;266.36;-10.0581;-76.4822
090108;Santa Maria del Valle;Huanuco;Huanuco;20984;446.63;-9.8628;-76.1703
090109;Yarumayo;Huanuco;Huanuco;3139;60.94;-10.0022;-76.4683
090110;Amarilis;Huanuco;Huanuco;79545;131.68;-9.9456;-76.2417
090111;Pillco Marca;Huanuco;Huanuco;28110;76.61;-9.9578;-76.2492
090112;Yacus;Huanuco;Huanuco;7390;69.9;-9.9858;-76.5044
090201;Ambo;Ambo;Huanuco;17328;288.8;-10.1294;-76.2047
090202;Cayna;Ambo;Huanuco;3377;166.05;-10.2717;-76.3872
090203;Colpas;Ambo;Huanuco;2388;174.34;-10.2672;-76.4144
090204;Conchamarca;Ambo;Huanuco;6938;104.81;-10.0367;-76.2156
090205;Huacar;Ambo;Huanuco;7642;234.23;-10.1614;-76.2356
090206;San Francisco;Ambo;Huanuco;3233;121.21;-10.3419;-76.2914
090207;San Rafael;Ambo;Huanuco;12278;443.63;-10.3403;-76.1828
090208;Tomay Kichwa;Ambo;Huanuco;3857;42.11;-10.0789;-76.2131
090301;La Union;Dos de Mayo;Huanuco;6302;167.1;-9.8278;-76.8003
090307;Chuquis;Dos de Mayo;Huanuco;6030;151.25;-9.6775;-76.7033
090312;Marias;Dos de Mayo;Huanuco;9957;637.24;-9.6061;-76.705
090314;Pachas;Dos de Mayo;Huanuco;13450;264.74;-9.7061;-76.7722
090316;Quivilla;Dos de Mayo;Huanuco;3296;33.6;-9.5967;-76.7253
090317;Ripan;Dos de Mayo;Huanuco;7150;75.04;-9.8261;-76.8033
090321;Shunqui;Dos de Mayo;Huanuco;2478;32.26;-9.7311;-76.7833
090322;Sillapata;Dos de Mayo;Huanuco;2430;70.53;-9.7581;-76.7742
090323;Yanas;Dos de Mayo;Huanuco;3339;36.31;-9.7144;-76.7489
090401;Llata;Huamalies;Huanuco;15299;411.35;-9.5506;-76.8156
090402;Arancay;Huamalies;Huanuco;1603;158.33;-9.1708;-76.7483
090403;Chavin de Pariarca;Huamalies;Huanuco;3721;89.25;-9.4231;-76.7692
090404;Jacas Grande;Huamalies;Huanuco;5998;236.99;-9.5397;-76.7358
090405;Jircan;Huamalies;Huanuco;3739;84.81;-9.2472;-76.7161
090406;Miraflores;Huamalies;Huanuco;3592;96.74;-9.4928;-76.8189
090407;Monzon;Huamalies;Huanuco;29863;1521.39;-9.2842;-76.3978
090408;Punchao;Huamalies;Huanuco;2599;42.24;-9.4614;-76.8192
090409;Puños;Huamalies;Huanuco;4316;101.75;-9.5;-76.885
090410;Singa;Huamalies;Huanuco;3342;151.7;-9.3881;-76.8125
090411;Tantamayo;Huamalies;Huanuco;3035;249.95;-9.3928;-76.7183
090501;Huacrachuco;Marañon;Huanuco;15942;704.63;-8.6044;-77.1489
090502;Cholon;Marañon;Huanuco;10428;2125.19;-8.6594;-76.8481
090505;San Buenaventura;Marañon;Huanuco;2744;86.54;-8.7681;-77.1867
090601;Rupa-Rupa;Leoncio Prado;Huanuco;51713;266.52;-9.2944;-75.9969
090602;Daniel Alomias Robles;Leoncio Prado;Huanuco;8011;702.46;-9.1839;-75.9406
090603;Hermilio Valdizan;Leoncio Prado;Huanuco;4065;112.2;-9.1525;-75.8261
090604;Luyando;Leoncio Prado;Huanuco;10078;100.32;-9.2469;-75.9919
090605;Mariano Damaso Beraun;Leoncio Prado;Huanuco;9433;766.27;-9.4164;-75.9661
090606;Jose Crespo y Castillo;Leoncio Prado;Huanuco;25403;2120.66;-8.9319;-76.1147
090701;Panao;Pachitea;Huanuco;25270;1580.86;-9.8956;-75.9769
090702;Chaglla;Pachitea;Huanuco;14914;1103.58;-9.8281;-75.9064
090704;Molino;Pachitea;Huanuco;15486;235.5;-9.9119;-76.0175
090706;Umari;Pachitea;Huanuco;22098;149.08;-9.8614;-76.0422
090801;Honoria;Puerto Inca;Huanuco;6330;798.05;-8.7694;-74.7089
090802;Puerto Inca;Puerto Inca;Huanuco;7538;2147.18;-9.3775;-74.9733
090803;Codo del Pozuzo;Puerto Inca;Huanuco;6630;3322.04;-9.6758;-75.4533
090804;Tournavista;Puerto Inca;Huanuco;4559;2228.46;-8.9289;-74.7053
090805;Yuyapichis;Puerto Inca;Huanuco;6616;1845.62;-9.6297;-74.9744
090901;Huacaybamba;Huacaybamba;Huanuco;7290;586.21;-9.0372;-76.9519
090902;Pinra;Huacaybamba;Huanuco;8974;283.71;-8.9239;-77.0125
090903;Canchabamba;Huacaybamba;Huanuco;3324;186.83;-8.8836;-77.1228
090904;Cochabamba;Huacaybamba;Huanuco;3650;684.87;-9.0922;-76.835
091001;Jesus;Lauricocha;Huanuco;5712;449.9;-10.0803;-76.6303
091002;Baños;Lauricocha;Huanuco;7184;152.66;-10.0769;-76.7356
091003;San Francisco de Asis;Lauricocha;Huanuco;2126;84.3;-9.9772;-76.6758
091004;Queropalca;Lauricocha;Huanuco;3090;131.15;-10.1811;-76.8042
091005;San Miguel de Cauri;Lauricocha;Huanuco;10381;811.75;-10.1431;-76.625
091006;Rondos;Lauricocha;Huanuco;7687;169.42;-9.9836;-76.6889
091007;Jivia;Lauricocha;Huanuco;2925;61.31;-10.0236;-76.6811
091101;Chavinillo;Yarowilca;Huanuco;5943;205.16;-9.8447;-76.6236
091102;Aparicio Pomares;Yarowilca;Huanuco;5488;183.14;-9.7486;-76.6478
091103;Cahuac;Yarowilca;Huanuco;4687;29.5;-9.8494;-76.6319
091104;Chacabamba;Yarowilca;Huanuco;3760;16.53;-9.9014;-76.6097
091105;Jacas Chico;Yarowilca;Huanuco;2038;36.16;-9.8872;-76.5017
091106;Obas;Yarowilca;Huanuco;5435;123.16;-9.7953;-76.6658
091107;Pampamarca;Yarowilca;Huanuco;2039;72.68;-9.7061;-76.7028
091108;Choras;Yarowilca;Huanuco;3665;61.14;-9.9108;-76.6036
100101;Ica;Ica;Ica;134249;887.51;-14.0678;-75.7319
100102;La Tinguiña;Ica;Ica;36909;98.34;-14.035;-75.7092
100103;Los Aquijes;Ica;Ica;19987;90.92;-14.0978;-75.6911
100104;Parcona;Ica;Ica;56336;17.39;-14.0453;-75.7058
100105;Pueblo Nuevo;Ica;Ica;4843;33.12;-14.1275;-75.7031
100106;Salas;Ica;Ica;24557;651.72;-13.9861;-75.7733
100107;San Jose de los Molinos;Ica;Ica;6360;363.2;-13.9283;-75.6669
100108;San Juan Bautista;Ica;Ica;15214;26.39;-14.0114;-75.7372
100109;Santiago;Ica;Ica;30313;2783.73;-14.1922;-75.7142
100110;Subtanjalla;Ica;Ica;29063;193.97;-14.0194;-75.7597
100111;Yauca del Rosario;Ica;Ica;972;1289.1;-14.1014;-75.4783
100112;Tate;Ica;Ica;4719;7.07;-14.1528;-75.7092
100113;Pachacutec;Ica;Ica;6949;34.47;-14.1528;-75.6925
100114;Ocucaje;Ica;Ica;3816;1417.12;-14.3433;-75.6608
100201;Chincha Alta;Chincha;Ica;65322;238.34;-13.42;-76.1356
100202;Chavin;Chincha;Ica;1470;426.17;-13.0789;-75.9119
100203;Chincha Baja;Chincha;Ica;12536;72.52;-13.4597;-76.1647
100204;El Carmen;Chincha;Ica;13734;789.9;-13.5019;-76.0536
100205;Grocio Prado;Chincha;Ica;24910;190.53;-13.3986;-76.1592
100206;San Pedro de Huacarpana;Chincha;Ica;1700;222.45;-13.0492;-75.6483
100207;Sunampe;Chincha;Ica;28435;16.76;-13.4269;-76.1647
100208;Tambo de Mora;Chincha;Ica;5110;22.0;-13.4592;-76.1839
100209;Alto Laran;Chincha;Ica;7663;298.83;-13.4444;-76.1067
100210;Pueblo Nuevo;Chincha;Ica;63297;209.45;-13.4019;-76.1269
100211;San Juan de Yanac;Chincha;Ica;269;500.4;-13.2108;-75.7861
100301;Nazca;Nazca;Ica;27249;1252.25;-14.8328;-74.9361
100302;Changuillo;Nazca;Ica;1457;946.94;-14.6653;-75.2253
100303;El Ingenio;Nazca;Ica;2697;552.39;-14.6464;-75.06
100304;Marcona;Nazca;Ica;12510;1955.2;-15.3619;-75.1681
100305;Vista Alegre;Nazca;Ica;15935;527.3;-14.8453;-74.9469
100401;Pisco;Pisco;Ica;54716;24.56;-13.7086;-76.2075
100402;Huancano;Pisco;Ica;1577;905.14;-13.5992;-75.6203
100403;Humay;Pisco;Ica;6041;1112.96;-13.7222;-75.885
100404;Independencia;Pisco;Ica;14928;272.34;-13.6939;-76.0256
100405;Paracas;Pisco;Ica;7390;1420.0;-13.8428;-76.2503
100406;San Andres;Pisco;Ica;13733;39.45;-13.7311;-76.2211
100407;San Clemente;Pisco;Ica;22548;127.22;-13.6839;-76.1592
100408;Tupac Amaru Inca;Pisco;Ica;18366;55.48;-13.7119;-76.1492
100501;Palpa;Palpa;Ica;7279;147.44;-14.5339;-75.1839
100502;Llipata;Palpa;Ica;1516;186.18;-14.5636;-75.2078
100503;Rio Grande;Palpa;Ica;2236;315.52;-14.5194;-75.2006
100504;Santa Cruz;Palpa;Ica;987;255.7;-14.4914;-75.2639
100505;Tibillo;Palpa;Ica;316;328.04;-14.0931;-75.1728
110101;Huancayo;Huancayo;Junin;119025;237.55;-12.0703;-75.2139
110103;Carhuacallanga;Huancayo;Junin;1398;13.78;-12.3544;-75.2033
110104;Colca;Huancayo;Junin;2068;113.25;-12.3169;-75.2258
110105;Cullhuas;Huancayo;Junin;2204;108.01;-12.2233;-75.1747
110106;Chacapampa;Huancayo;Junin;810;120.72;-12.3444;-75.2472
110107;Chicche;Huancayo;Junin;901;45.92;-12.2961;-75.2964
110108;Chilca;Huancayo;Junin;87993;8.3;-12.0817;-75.2028
110109;Chongos Alto;Huancayo;Junin;1339;701.75;-12.3128;-75.2925
110112;Chupuro;Huancayo;Junin;1752;13.56;-12.1561;-75.245
110113;El Tambo;Huancayo;Junin;166163;73.56;-12.055;-75.2206
110114;Huacrapuquio;Huancayo;Junin;1274;24.1;-12.1725;-75.2236
110116;Hualhuas;Huancayo;Junin;4630;24.82;-11.9692;-75.2536
110118;Huancan;Huancayo;Junin;21744;12.0;-12.1064;-75.2186
110119;Huasicancha;Huancayo;Junin;842;47.61;-12.3331;-75.2844
110120;Huayucachi;Huancayo;Junin;8665;13.13;-12.1367;-75.2247
110121;Ingenio;Huancayo;Junin;2507;53.29;-11.8903;-75.2686
110122;Pariahuanca;Huancayo;Junin;5767;617.5;-11.9792;-74.8967
110123;Pilcomayo;Huancayo;Junin;17062;20.18;-12.0497;-75.2528
110124;Pucara;Huancayo;Junin;5008;110.49;-12.1719;-75.1475
110125;Quichuay;Huancayo;Junin;1745;34.79;-11.8875;-75.2872
110126;Quilcas;Huancayo;Junin;4268;167.98;-11.9383;-75.2611
110127;San Agustin;Huancayo;Junin;11955;23.09;-11.9914;-75.2481
110128;San Jeronimo de Tunan;Huancayo;Junin;10420;20.99;-11.9483;-75.2856
110131;Santo Domingo de Acobamba;Huancayo;Junin;7776;778.02;-11.7689;-74.7953
110132;Saño;Huancayo;Junin;4082;11.59;-11.955;-75.2606
110133;Sapallanga;Huancayo;Junin;12879;119.02;-12.1403;-75.1597
110134;Sicaya;Huancayo;Junin;8166;42.73;-12.0125;-75.2833
110136;Viques;Huancayo;Junin;2247;3.57;-12.1603;-75.2342
110201;Concepcion;Concepcion;Junin;15010;18.29;-11.9181;-75.3161
110202;Aco;Concepcion;Junin;1592;37.8;-11.9594;-75.3636
